Index,Ground Truth,SLM Prediction,SLM Label,SLM Score
7613325,0,15,SSH Patator,0.7476401925086975
1249831,0,15,Normal,0.5135802030563354
13717048,0,15,Normal,0.989872932434082
6717190,0,15,Normal,0.8539208173751831
12015565,5,15,SSH Patator,0.5347707271575928
2693864,0,15,Web Attack - Brute Force,0.33397868275642395
12014324,0,15,Normal,0.758558452129364
11696939,5,15,SSH Patator,0.6499306559562683
4853221,0,15,Normal,0.9978415966033936
807848,0,15,Web Attack - Brute Force,0.39512431621551514
15532598,6,15,SSH Patator,0.7278642654418945
13419123,0,15,SSH Patator,0.5668151378631592
118316,7,15,Normal,0.9997077584266663
9830492,0,15,SSH Patator,0.543719470500946
797768,0,15,SSH Patator,0.839340090751648
11528310,5,15,Normal,0.9497541785240173
2345470,0,15,SSH Patator,0.71309894323349
5145485,0,15,Normal,0.9995892643928528
5247542,0,15,Normal,0.9500833749771118
11493739,0,15,SSH Patator,0.4983438551425934
3290950,5,15,Normal,0.9195372462272644
11780044,0,15,Normal,0.5326718091964722
13610389,0,15,Normal,0.8291256427764893
7235657,0,15,Normal,0.9199801683425903
306489,8,15,SSH Patator,0.9817808866500854
8904969,0,15,SSH Patator,0.5758218169212341
6533718,0,3,DoS Slowloris,0.9999943971633911
14224933,0,15,SSH Patator,0.5834150314331055
7197676,0,15,Normal,0.7299017310142517
4786612,0,15,Normal,0.9063779711723328
15523298,6,15,Normal,0.9999786615371704
13402379,0,15,SSH Patator,0.7818852663040161
9123713,0,15,Normal,0.99687260389328
2381981,1,15,Normal,0.9667616486549377
3862562,0,15,Normal,0.4199148416519165
10051495,0,15,Exploits,0.4304963946342468
2674528,0,15,Normal,0.9695382714271545
3998374,0,15,Normal,0.9780882596969604
2968686,1,15,Normal,0.6535354256629944
7491342,0,15,Normal,0.9047096371650696
12699240,0,3,DoS Slowloris,0.9861240386962891
440966,0,15,Normal,0.8672712445259094
16020264,0,15,Normal,0.7524051070213318
391632,0,3,DoS Slowloris,0.6367095112800598
11195274,5,15,Normal,0.6797088980674744
3956625,0,15,Normal,0.7591419219970703
15425010,0,15,Normal,0.9264745116233826
1332768,0,15,Web Attack - Brute Force,0.45027467608451843
6597928,0,15,Normal,0.8588754534721375
1943313,0,15,Normal,0.75169438123703
560162,0,15,Normal,0.9918676018714905
15805109,0,15,SSH Patator,0.8275194764137268
4426995,0,15,Normal,0.6016783714294434
4598790,0,15,Web Attack - Brute Force,0.5398920178413391
1287421,0,15,SSH Patator,0.5691975355148315
5474865,0,15,Normal,0.8794836401939392
4548992,0,15,Normal,0.7314469218254089
15328623,6,3,DoS Slowloris,0.9355820417404175
5610112,0,15,Normal,0.9449799656867981
2853569,0,15,Normal,0.9974048733711243
4022444,0,15,Normal,0.608990490436554
15958397,0,15,Normal,0.9293733835220337
14603385,0,15,Normal,0.9998356103897095
1876942,0,15,Normal,0.7861714363098145
11730926,0,3,DoS Slowloris,0.8291558623313904
11028172,0,15,SSH Patator,0.8855518698692322
13538036,0,15,Normal,0.6919127702713013
157282,7,15,Normal,0.657069206237793
13207812,0,15,SSH Patator,0.5313771963119507
12915384,0,15,SSH Patator,0.48932841420173645
13131977,0,15,SSH Patator,0.9547596573829651
84153,7,15,Normal,0.9998356103897095
1325215,0,15,Normal,0.9023635387420654
12891686,0,15,SSH Patator,0.9786907434463501
4529700,0,15,Normal,0.9887364506721497
10917459,0,15,Normal,0.7104455232620239
838608,0,15,Normal,0.904417872428894
6679552,0,15,Normal,0.9485461115837097
7005501,0,15,Web Attack - Brute Force,0.3756062984466553
16048599,0,15,Normal,0.5098246932029724
1537100,0,3,DoS Slowloris,0.5375955700874329
14547184,0,15,SSH Patator,0.9018506407737732
914216,0,15,SSH Patator,0.9377634525299072
8124908,0,15,Normal,0.9484350085258484
7317281,0,15,Normal,0.7074787020683289
1140685,0,15,Normal,0.9939063191413879
1049336,2,15,Web Attack - Brute Force,0.368169367313385
5461851,0,15,Normal,0.6871117353439331
2919713,0,15,Normal,0.9125838875770569
4790793,0,15,SSH Patator,0.8266057372093201
6924337,0,15,Web Attack - Brute Force,0.4936373829841614
10511659,0,15,Normal,0.86531001329422
16164115,0,15,Normal,0.6253427863121033
10014839,0,15,SSH Patator,0.543719470500946
8391737,0,15,Normal,0.9582248330116272
367744,7,15,Normal,0.9997077584266663
15600691,0,15,Normal,0.865847647190094
7034157,0,15,Normal,0.494380921125412
8876177,0,15,Normal,0.779618501663208
9482145,0,15,SSH Patator,0.7746865153312683
1602405,0,15,Normal,0.9352307319641113
4609551,0,15,SSH Patator,0.6418201923370361
4003557,0,15,Exploits,0.49157318472862244
9323974,0,15,SSH Patator,0.952183187007904
11797249,5,15,Normal,0.631729006767273
5307601,0,15,SSH Patator,0.8030719757080078
5461450,0,15,SSH Patator,0.9918713569641113
16092999,0,15,Normal,0.7080588936805725
11633832,0,15,SSH Patator,0.46926555037498474
10651418,0,15,Normal,0.9937114715576172
692296,0,15,Normal,0.4484725892543793
1470163,0,15,Normal,0.5154728889465332
16063507,0,15,Normal,0.9444257616996765
349538,8,15,SSH Patator,0.834464430809021
14020876,0,3,DoS Slowloris,0.9225398898124695
15593850,0,15,Exploits,0.9709286689758301
10842744,0,15,SSH Patator,0.9963964819908142
3088541,1,15,SSH Patator,0.6705445051193237
12267734,0,15,Normal,0.91031813621521
12840488,0,15,SSH Patator,0.8949913382530212
16049905,0,15,Normal,0.8695656657218933
5983648,0,15,Normal,0.7129288911819458
1305228,0,15,Normal,0.9742904901504517
4229879,0,15,Normal,0.5818885564804077
5082486,0,15,Normal,0.9998154044151306
10954275,0,15,Normal,0.79088294506073
13921161,0,15,Normal,0.9803268909454346
9806970,0,15,Normal,0.9626001715660095
8320702,0,15,Normal,0.9623725414276123
14074121,0,15,SSH Patator,0.4853340685367584
8438023,0,15,Normal,0.9950249791145325
16038156,0,15,Normal,0.303667277097702
15340529,6,15,Normal,0.9374765753746033
13502761,0,15,Normal,0.7131126523017883
6761230,0,3,DoS Slowloris,0.8397697806358337
8755729,0,15,Normal,0.6543954014778137
10766478,0,15,Normal,0.759800910949707
1372815,0,15,SSH Patator,0.6536850333213806
12184470,0,15,SSH Patator,0.612784206867218
3349885,5,15,SSH Patator,0.7094292640686035
3174595,5,15,Normal,0.6464613676071167
6878307,0,15,Normal,0.995112955570221
2154483,4,15,Normal,0.9998356103897095
5230985,0,15,SSH Patator,0.360603392124176
2413905,1,15,Normal,0.987594485282898
6648215,0,15,Normal,0.7650425434112549
5448318,0,15,SSH Patator,0.6391285061836243
10413740,0,15,Normal,0.9855338335037231
14708920,0,15,Normal,0.49475833773612976
279908,8,15,Normal,0.935648500919342
13533137,0,15,Normal,0.962568461894989
585388,0,15,Normal,0.9188185930252075
4784147,0,15,Normal,0.9309898018836975
12031659,5,15,Normal,0.577617883682251
2691756,0,15,Normal,0.7188220024108887
6336500,0,3,DoS Slowloris,0.7504096627235413
4034071,0,15,Normal,0.7858304381370544
4465612,0,15,Normal,0.7321609854698181
13403791,0,15,Normal,0.8026201725006104
9283958,0,15,Normal,0.9609555602073669
2880136,1,15,SSH Patator,0.9254370927810669
6827338,0,15,Normal,0.6708304286003113
8403671,0,3,DoS Slowloris,0.9578368663787842
12004611,5,15,Normal,0.7253171801567078
3574337,5,15,SSH Patator,0.5789027810096741
5937836,0,15,Normal,0.7290807962417603
12035177,5,15,Normal,0.937263011932373
3225803,5,15,Normal,0.9930481314659119
8720035,0,15,SSH Patator,0.6721429228782654
1321187,0,3,DoS Slowloris,0.9938790798187256
4642667,0,15,Normal,0.9314143061637878
11751499,0,15,Normal,0.5331211090087891
414627,0,15,Web Attack - Brute Force,0.5494396090507507
15072193,0,15,SSH Patator,0.734708845615387
11404650,5,15,Normal,0.7089278101921082
5790683,0,15,SSH Patator,0.47868582606315613
7563852,0,15,Normal,0.9820136427879333
12280274,0,15,Normal,0.8960040211677551
5916192,0,15,Normal,0.9986774325370789
4725150,0,15,SSH Patator,0.8882757425308228
1252024,0,15,Web Attack - Brute Force,0.33154720067977905
10388050,0,15,SSH Patator,0.5508756637573242
10971103,0,15,SSH Patator,0.9135042428970337
13571114,0,15,SSH Patator,0.8866999745368958
11455096,0,15,Normal,0.9747466444969177
3956404,0,15,SSH Patator,0.7485033869743347
464197,0,3,DoS Slowloris,0.8218725919723511
13622338,0,15,Normal,0.8992500305175781
11653051,0,15,Normal,0.9999034404754639
1608509,0,15,Web Attack - Brute Force,0.944688081741333
8829810,0,3,DoS Slowloris,0.9937333464622498
7953367,0,15,Normal,0.9474971294403076
6658831,0,3,DoS Slowloris,0.8606341481208801
7463140,0,15,Normal,0.9988303780555725
9342256,0,15,SSH Patator,0.9767223000526428
14145081,0,15,SSH Patator,0.7821084856987
1352404,0,15,Normal,0.5946480631828308
13558921,0,15,Normal,0.9490821957588196
2352079,0,15,Normal,0.814486026763916
3900406,0,15,SSH Patator,0.772005021572113
15293106,6,3,DoS Slowloris,0.8591873645782471
9276074,0,15,Normal,0.9993953704833984
4543,7,15,Normal,0.9997077584266663
5888896,0,15,Normal,0.8124136328697205
4768942,0,15,Normal,0.977314293384552
4612499,0,15,Normal,0.9997621178627014
13680736,0,15,Normal,0.9196923971176147
14828802,12,15,Normal,0.7095707058906555
13144122,0,15,Normal,0.971430778503418
11771484,0,15,Normal,0.6962640285491943
6802225,0,3,DoS Slowloris,0.4821086823940277
7910473,0,15,Normal,0.8750887513160706
9376029,0,15,Normal,0.9806122183799744
6009,7,15,Normal,0.9395492076873779
12028341,0,15,Normal,0.9995338916778564
4924158,0,15,Normal,0.7285979986190796
13695065,0,15,Normal,0.6968578696250916
9123932,0,3,DoS Slowloris,0.7132139801979065
13751774,0,15,SSH Patator,0.6747561097145081
13904547,0,15,SSH Patator,0.6524457335472107
2950900,1,15,SSH Patator,0.6801567673683167
11794806,0,15,SSH Patator,0.7531062364578247
13160426,0,15,Normal,0.94023197889328
11599450,5,15,Normal,0.9854637980461121
14676064,0,15,Normal,0.9856735467910767
5509800,0,15,Normal,0.9940220713615417
8990361,0,15,Normal,0.9028827548027039
7297806,0,15,Normal,0.9997077584266663
9006781,0,15,SSH Patator,0.4370579421520233
6898983,0,15,Normal,0.5552624464035034
7960310,0,15,SSH Patator,0.5887730717658997
6070299,0,15,SSH Patator,0.7361603379249573
15662921,0,15,Normal,0.9728252291679382
9062611,0,15,Normal,0.8607157468795776
6150550,0,15,SSH Patator,0.9351972341537476
10300019,0,3,DoS Slowloris,0.7549439072608948
12755225,0,3,DoS Slowloris,0.5012651681900024
6436810,0,15,Normal,0.9952189326286316
14548600,0,15,SSH Patator,0.8677120804786682
4756478,0,15,Normal,0.8299996256828308
12679448,0,15,Normal,0.8770669102668762
8464024,0,15,Normal,0.9706760048866272
1157672,0,15,Normal,0.928288996219635
15389246,6,4,DoS SlowHTTPTest,0.6765092611312866
12257277,0,15,SSH Patator,0.814525306224823
7975504,0,15,Normal,0.989366352558136
4798015,0,15,Normal,0.9868588447570801
7812088,0,15,Normal,0.9232272505760193
11613084,5,15,SSH Patator,0.8152818083763123
3819476,0,15,Normal,0.9920333027839661
4143711,0,15,Normal,0.9898350834846497
9849796,0,15,Normal,0.45620957016944885
9851018,0,15,Exploits,0.999768078327179
2645238,1,15,Normal,0.999548614025116
8407641,0,3,DoS Slowloris,0.9804559946060181
14643965,12,15,Exploits,0.6366645693778992
3995513,0,3,DoS Slowloris,0.7552762627601624
7600636,0,15,Normal,0.8708924651145935
2835431,1,15,SSH Patator,0.8437950015068054
4889518,0,15,Normal,0.8289811015129089
8298578,0,15,Normal,0.5059102773666382
2495063,0,15,Normal,0.9078906178474426
10413498,0,15,Web Attack - Brute Force,0.9528411626815796
8400026,0,15,Normal,0.6216864585876465
10448944,0,15,SSH Patator,0.7620035409927368
4174092,0,15,Normal,0.9469913244247437
12008683,0,3,DoS Slowloris,0.5482273101806641
13229466,0,15,SSH Patator,0.7431591153144836
8748367,0,15,Normal,0.9944446682929993
877947,0,15,Normal,0.9289587140083313
4358300,0,15,SSH Patator,0.952183187007904
15824534,0,15,SSH Patator,0.9436661601066589
163354,7,15,Normal,0.9998356103897095
8183309,0,15,Normal,0.983954668045044
14986401,12,15,SSH Patator,0.7287887930870056
6271160,0,15,Normal,0.5378850698471069
9470949,0,15,SSH Patator,0.5657210350036621
4588503,0,15,Normal,0.9998419284820557
6706223,0,15,SSH Patator,0.8227217793464661
10794979,0,15,Normal,0.999626636505127
11605847,0,15,Web Attack - XSS,0.33934301137924194
11303653,5,15,Web Attack - Brute Force,0.801467776298523
1492944,0,15,Normal,0.9323076605796814
637403,0,15,SSH Patator,0.7235479950904846
6228055,0,15,Normal,0.6220991015434265
5296026,0,15,Normal,0.9990664124488831
2615294,1,15,SSH Patator,0.6499128937721252
15021980,12,15,Normal,0.8151412606239319
4007510,0,15,Normal,0.9970163106918335
12684420,0,15,Normal,0.9167760610580444
9591799,0,15,Normal,0.9965080618858337
12211428,0,15,Normal,0.8494190573692322
15070850,0,15,Normal,0.9189231991767883
13565554,0,15,Normal,0.6649354100227356
11107284,5,15,Normal,0.9965734481811523
994412,0,15,SSH Patator,0.7653167843818665
13290429,0,15,SSH Patator,0.6001486778259277
10612677,0,15,SSH Patator,0.9974271655082703
10341870,0,15,Normal,0.967089831829071
2872512,0,15,Normal,0.7238140106201172
13047946,0,15,Normal,0.9765245914459229
8478671,0,15,Normal,0.9967648983001709
9504960,0,15,Normal,0.9974973797798157
926098,0,15,Normal,0.9074550271034241
6712952,0,15,Normal,0.7164121866226196
15877078,0,15,Normal,0.9597283005714417
7022055,0,15,Normal,0.978748083114624
16217692,0,15,Normal,0.9999911785125732
3734911,0,3,DoS Slowloris,0.9577416181564331
14153052,0,15,Normal,0.5796224474906921
11239174,5,15,SSH Patator,0.5792604684829712
7429994,0,15,Normal,0.9129711389541626
13486269,0,15,SSH Patator,0.3868502080440521
4783053,0,15,SSH Patator,0.952183187007904
10493700,0,15,Normal,0.8070523738861084
4895889,0,15,Normal,0.9986125230789185
328354,8,15,Normal,0.7660551071166992
2737590,0,15,Normal,0.9711139798164368
13338902,0,15,Normal,0.834170937538147
5168886,0,15,Normal,0.6650471687316895
11743056,5,15,Normal,0.9387741684913635
13836549,0,15,Normal,0.5050333142280579
2106156,4,15,Normal,0.9998356103897095
13027560,0,15,Web Attack - XSS,0.7073580026626587
2261350,0,15,Normal,0.9911690950393677
163649,7,15,Normal,0.9997077584266663
7147235,0,15,Normal,0.9657620191574097
5091708,0,15,Normal,0.9975720047950745
13915313,0,15,Normal,0.8507553935050964
6505966,0,15,SSH Patator,0.6875855922698975
7518112,0,15,SSH Patator,0.9638795256614685
9368832,0,15,SSH Patator,0.5148758292198181
5064415,0,15,Normal,0.7888143062591553
14389673,0,15,Normal,0.8950181007385254
11779343,0,3,DoS Slowloris,0.5206824541091919
7714409,0,15,Normal,0.9975677132606506
9696931,0,15,Normal,0.9727369546890259
13661217,0,15,Normal,0.9414999485015869
3507885,5,15,Normal,0.8925514221191406
4231268,0,15,SSH Patator,0.8999903202056885
201322,8,6,Bot,0.9985312223434448
445969,0,15,SSH Patator,0.4619598090648651
6000853,0,15,Normal,0.9303452968597412
10546126,0,15,Normal,0.7100039124488831
8674164,0,15,Normal,0.5927059650421143
14261951,0,15,Normal,0.9179413318634033
4111129,0,15,Normal,0.6087704300880432
4301311,0,15,Web Attack - Brute Force,0.6954339146614075
11509937,0,15,Normal,0.9936630725860596
12888814,0,15,Normal,0.9753720164299011
12948750,0,15,Normal,0.6704824566841125
12231200,0,15,Normal,0.9439152479171753
896414,0,15,Normal,0.5735998153686523
11767083,5,15,Normal,0.970314085483551
2459275,0,15,SSH Patator,0.7162976861000061
14533938,0,15,Normal,0.9412079453468323
10931886,0,15,SSH Patator,0.9175530672073364
10687432,0,15,SSH Patator,0.9652113914489746
13696797,0,15,Normal,0.6961836218833923
9012543,0,15,SSH Patator,0.931379497051239
7061654,0,15,Normal,0.8056362271308899
7461155,0,15,Exploits,0.6409534215927124
9983429,0,15,Normal,0.999010443687439
13139780,0,3,DoS Slowloris,0.45527997612953186
7734704,0,15,SSH Patator,0.5200611352920532
1013979,0,15,SSH Patator,0.8567624092102051
2919843,1,15,SSH Patator,0.5316563844680786
16007159,0,3,DoS Slowloris,0.9915677905082703
4668488,0,15,Normal,0.9362188577651978
14142195,0,15,Normal,0.9966423511505127
11482572,0,15,SSH Patator,0.7258801460266113
13403728,0,15,SSH Patator,0.8088976740837097
4042867,0,15,Normal,0.9990092515945435
891681,0,15,SSH Patator,0.9556481838226318
720865,0,3,DoS Slowloris,0.3846933841705322
4029340,0,15,SSH Patator,0.9940896034240723
9473828,0,15,SSH Patator,0.6270853877067566
2110211,4,15,Normal,0.9998356103897095
7728327,0,15,SSH Patator,0.5991300344467163
14530506,0,15,Normal,0.9930388331413269
6063298,0,15,Normal,0.8580211997032166
14188787,0,15,Normal,0.5168525576591492
586750,0,15,SSH Patator,0.9163864254951477
6295946,0,15,Normal,0.9566341042518616
6383429,0,15,Normal,0.8716366291046143
14738523,0,15,Normal,0.5949814915657043
4962229,0,15,Normal,0.911623477935791
5013268,0,15,SSH Patator,0.8207875490188599
6900144,0,15,SSH Patator,0.7175920605659485
3321615,5,15,Normal,0.6315197348594666
5756935,0,15,SSH Patator,0.6039179563522339
10616884,0,15,SSH Patator,0.9470217823982239
10351202,0,15,Web Attack - Brute Force,0.817671000957489
3868253,0,15,SSH Patator,0.9877276420593262
4807513,0,15,Normal,0.9548031091690063
2690835,0,15,Normal,0.9962471127510071
11635057,5,15,Normal,0.7169985771179199
6195246,0,15,Backdoor,0.7101292610168457
14352066,0,15,SSH Patator,0.7175920605659485
11801424,5,15,Normal,0.6107602715492249
2950524,1,15,Normal,0.6610888242721558
5033620,0,15,Normal,0.9591479301452637
3365288,5,15,Normal,0.7106932997703552
14160066,0,15,SSH Patator,0.8665789365768433
9263850,0,15,SSH Patator,0.748621940612793
15036280,0,15,Normal,0.6588916778564453
12730511,0,15,Normal,0.9304555654525757
7017928,0,15,SSH Patator,0.8433677554130554
225832,8,15,Normal,0.5652531385421753
4186179,0,15,Normal,0.6464083194732666
15828226,0,15,Normal,0.9939557909965515
5189937,0,15,Normal,0.7640047669410706
12648045,0,15,SSH Patator,0.7945803999900818
7782493,0,15,Web Attack - Brute Force,0.6591361165046692
3550598,5,15,SSH Patator,0.6548527479171753
935810,0,15,Normal,0.9317867755889893
5241391,0,15,Normal,0.6541286110877991
11778046,5,4,DoS SlowHTTPTest,0.8079569339752197
2773860,0,15,Normal,0.7359793782234192
13586513,0,15,Normal,0.8212843537330627
692199,0,15,SSH Patator,0.7206555604934692
3706644,5,15,SSH Patator,0.5931002497673035
2024920,0,15,SSH Patator,0.874374508857727
5952047,0,15,Normal,0.9905030727386475
6471370,0,15,SSH Patator,0.8559051156044006
6394937,0,3,DoS Slowloris,0.41007497906684875
14295574,0,15,Normal,0.4017151892185211
8702629,0,15,Normal,0.9731735587120056
4388783,0,15,SSH Patator,0.7318441271781921
4586915,0,3,DoS Slowloris,0.8463619351387024
14531094,0,15,SSH Patator,0.5833047032356262
5147342,0,3,DoS Slowloris,0.5039653182029724
13746877,0,15,Normal,0.5367857813835144
15584444,0,15,Normal,0.9994857311248779
7026386,0,15,Normal,0.9625473618507385
6801211,0,15,SSH Patator,0.5995667576789856
5576232,0,15,Normal,0.9863744974136353
5581237,0,15,SSH Patator,0.6162318587303162
2193008,1,15,Normal,0.9793987274169922
9556769,0,15,SSH Patator,0.9707489013671875
14206353,0,15,Normal,0.863644540309906
4486705,0,15,Normal,0.923704206943512
10545804,0,15,SSH Patator,0.9341580867767334
159732,7,15,Normal,0.9997077584266663
12038294,0,15,Normal,0.9812211990356445
1501399,0,15,Normal,0.7644640207290649
10391466,0,15,Normal,0.8920781016349792
16213000,0,15,SSH Patator,0.6798579096794128
14510591,0,15,Normal,0.7543119192123413
10882695,0,3,DoS Slowloris,0.9990548491477966
16180961,0,15,SSH Patator,0.7865647673606873
164390,7,15,Normal,0.9998356103897095
15654503,0,15,Normal,0.9953487515449524
2604694,1,15,Normal,0.8782308101654053
7283239,0,15,Normal,0.7307091355323792
13470564,0,15,Normal,0.4447733163833618
946556,0,15,Normal,0.4727417230606079
12630394,0,15,Normal,0.6609166860580444
11812144,5,15,Normal,0.5437490940093994
14966795,0,15,Normal,0.9974973797798157
2724120,1,15,Normal,0.7959794998168945
10777270,0,15,Normal,0.9697725176811218
3686247,5,15,SSH Patator,0.7715232372283936
1529512,0,15,SSH Patator,0.7540474534034729
16027448,0,15,SSH Patator,0.6144796013832092
947573,0,15,Normal,0.9297681450843811
1969202,0,15,Normal,0.9898026585578918
5608016,0,15,Normal,0.9773808717727661
12963123,0,15,Normal,0.9951596856117249
11997019,0,15,Normal,0.914928674697876
5087473,0,15,Normal,0.4858066439628601
2989486,1,15,SSH Patator,0.6290823221206665
7763539,0,15,Normal,0.677089512348175
6166608,0,15,Normal,0.7887625694274902
10172192,0,15,Normal,0.767861008644104
543433,0,15,Exploits,0.7279608845710754
4852201,0,15,Normal,0.9714763760566711
10647320,0,15,Normal,0.7862532734870911
11801915,5,15,Normal,0.7774816751480103
148049,7,15,Normal,0.657069206237793
11524528,5,15,Normal,0.6878388524055481
988616,0,15,Normal,0.40630027651786804
11774329,0,15,Normal,0.9999750852584839
678673,0,15,Normal,0.9693074822425842
11786780,0,3,DoS Slowloris,0.9772027134895325
2709356,0,15,Normal,0.9998589754104614
2345530,0,15,Normal,0.530654788017273
13735568,0,15,SSH Patator,0.7351126074790955
9298849,0,3,DoS Slowloris,0.8426629900932312
5832743,0,15,Normal,0.9955947995185852
11305867,5,15,Normal,0.9799697995185852
14307486,0,15,Normal,0.9979567527770996
5065630,0,15,Normal,0.9926111102104187
813845,0,3,DoS Slowloris,0.5092518329620361
4641183,0,15,Normal,0.41708868741989136
4732104,0,3,DoS Slowloris,0.5406424403190613
8775996,0,15,Normal,0.8803800344467163
3585901,5,15,SSH Patator,0.5427520871162415
7987859,0,15,Normal,0.8791421055793762
13593622,0,15,SSH Patator,0.701667845249176
3649769,5,15,SSH Patator,0.6949743032455444
5063507,0,15,Normal,0.5315734148025513
7056118,0,15,Normal,0.7713455557823181
8640076,0,15,Normal,0.9949506521224976
2250030,0,15,Normal,0.9217737913131714
14161143,0,15,Normal,0.9718207716941833
4022946,0,15,SSH Patator,0.6096040606498718
2001414,0,15,Normal,0.6137456297874451
7637237,0,3,DoS Slowloris,0.7700834274291992
7548327,0,15,SSH Patator,0.8341935873031616
87463,7,15,Normal,0.9998356103897095
10645871,0,15,Normal,0.9994687438011169
14151193,0,15,Normal,0.5954168438911438
6028367,0,15,Normal,0.8309165835380554
14882933,0,15,Normal,0.9748765230178833
9785170,0,15,Normal,0.9647265672683716
8209918,0,15,Normal,0.7575784921646118
275915,8,15,Normal,0.9893785119056702
12150922,0,15,Normal,0.5492383241653442
10993921,0,15,Normal,0.8573849201202393
10048217,0,15,Normal,0.9687649011611938
12080559,5,15,Normal,0.8177022337913513
9884296,0,15,Normal,0.9258973598480225
7178050,0,15,SSH Patator,0.7790893912315369
801805,0,15,SSH Patator,0.8878042101860046
4679444,0,15,SSH Patator,0.7827612161636353
3553870,5,15,Normal,0.9396076798439026
13311785,0,15,SSH Patator,0.3258945643901825
9377272,0,15,SSH Patator,0.903545618057251
8477592,0,15,Normal,0.9748186469078064
3457557,5,15,SSH Patator,0.9357627034187317
10204765,0,15,Normal,0.891850471496582
1257699,0,15,SSH Patator,0.712815523147583
1630788,0,15,Normal,0.9386348724365234
5709619,0,15,Exploits,0.3822994828224182
13168893,0,3,DoS Slowloris,0.47355765104293823
4686107,0,15,Normal,0.9334962964057922
15359706,6,15,Normal,0.9727708697319031
6041132,0,15,Normal,0.9511599540710449
9825499,0,15,Normal,0.9471642971038818
13626410,0,15,Normal,0.4775643050670624
13900633,0,15,Normal,0.938785195350647
10511930,0,15,SSH Patator,0.8242459893226624
1759199,0,15,Normal,0.9901831746101379
4031145,0,15,Normal,0.6979763507843018
8318640,0,15,Normal,0.726558268070221
14310329,0,3,DoS Slowloris,0.9946787357330322
8246829,0,15,Normal,0.4840931296348572
6331502,0,15,Web Attack - Brute Force,0.7233273983001709
1761527,0,15,SSH Patator,0.863756000995636
13430484,0,15,Normal,0.931972086429596
2037318,0,15,SSH Patator,0.5754691958427429
7058868,0,15,Normal,0.8520548939704895
10777715,0,3,DoS Slowloris,0.6090929508209229
9601644,0,15,Web Attack - Brute Force,0.3783280849456787
768395,0,15,Normal,0.9237183928489685
2382025,1,15,SSH Patator,0.9432802200317383
11958058,0,15,Normal,0.916848361492157
12079316,5,15,SSH Patator,0.6471289992332458
13574356,0,15,SSH Patator,0.7032462358474731
14692771,0,15,Normal,0.9876835942268372
12831453,0,15,Normal,0.8571894764900208
1220837,0,15,Normal,0.9763578772544861
8899837,0,15,Normal,0.9874322414398193
3284668,5,3,DoS Slowloris,0.9866319298744202
9581188,0,15,Exploits,0.5945514440536499
5691727,0,15,Normal,0.718843400478363
7038783,0,15,SSH Patator,0.5386597514152527
6438854,0,15,Normal,0.9974478483200073
14118163,0,15,SSH Patator,0.4619598090648651
13734883,0,15,Normal,0.5751404166221619
2021127,0,15,Normal,0.9864472150802612
6950935,0,15,Normal,0.999643087387085
9241901,0,15,Normal,0.594817578792572
4168847,0,15,Normal,0.9994871616363525
857579,0,15,Normal,0.8362744450569153
13104503,0,15,Normal,0.8846406936645508
7585586,0,15,Normal,0.7160263657569885
176654,7,15,Normal,0.9467194080352783
9961538,0,15,Normal,0.9515113830566406
5276584,0,15,Normal,0.9811291098594666
96234,7,15,Normal,0.9997077584266663
10427201,0,3,DoS Slowloris,0.5368561148643494
