Index,Ground Truth,SLM Prediction,SLM Label,SLM Score
819912,Benign,1,SSH Patator,0.7881345152854919
2600112,Benign,0,Normal,0.845923900604248
12505593,Benign,1,SSH Patator,0.8605049252510071
11764253,Benign,0,Normal,0.5842451453208923
4809877,Benign,0,Normal,0.9632999897003174
1088871,DoS GoldenEye,0,Normal,0.55133056640625
5747659,Benign,0,Normal,0.5797302722930908
15102655,Bot,0,Normal,0.9591491222381592
3319574,DDoS,0,Normal,0.716701328754425
15427199,Bot,0,Normal,0.9997349381446838
9049312,Benign,1,SSH Patator,0.9721800088882446
12802341,Benign,0,Normal,0.700847864151001
10209892,Benign,0,Normal,0.8259773850440979
604512,Benign,1,SSH Patator,0.8864597678184509
6259793,Benign,1,DoS Slowloris,0.37638330459594727
7262926,Benign,1,Web Attack - Brute Force,0.6486198902130127
13509064,Benign,0,Normal,0.6716381311416626
366731,FTP-Patator,0,Normal,0.9998356103897095
11507800,Benign,1,SSH Patator,0.8097309470176697
2133139,DoS Slowhttptest,0,Normal,0.9395492076873779
10909061,Benign,0,Normal,0.8337786793708801
1602726,Benign,1,SSH Patator,0.815466046333313
13447900,Benign,1,SSH Patator,0.9845341444015503
11378572,DDoS,0,Normal,0.5219609141349792
4843278,Benign,0,Normal,0.7129203081130981
7646302,Benign,0,Normal,0.9974973797798157
12711691,Benign,0,Normal,0.9310566186904907
2618423,Benign,1,DoS Slowloris,0.5076389908790588
1149379,Benign,0,Normal,0.5607486963272095
6613869,Benign,0,Normal,0.7925595045089722
14610991,Benign,0,Normal,0.8394904732704163
9073335,Benign,0,Normal,0.9843183159828186
2753925,DoS Hulk,0,Normal,0.9995632767677307
4492218,Benign,0,Normal,0.9996343851089478
13544551,Benign,0,Normal,0.9490299820899963
10437231,Benign,1,SSH Patator,0.6391604542732239
4205003,Benign,0,Normal,0.9910086989402771
6114386,Benign,1,SSH Patator,0.8592942953109741
12044188,Benign,0,Normal,0.9993632435798645
1796041,Benign,0,Normal,0.7207694053649902
271962,SSH-Patator,0,Normal,0.8301312923431396
8583532,Benign,0,Normal,0.7243384122848511
8138888,Benign,0,Normal,0.9767458438873291
4666755,Benign,0,Normal,0.9278398752212524
3228676,DDoS,0,Normal,0.9722461700439453
6481581,Benign,1,SSH Patator,0.7251584529876709
9013507,Benign,0,Normal,0.7747752070426941
4137733,Benign,0,Normal,0.9812160134315491
14200257,Benign,1,SSH Patator,0.9051870107650757
15705485,Benign,0,Normal,0.9555031657218933
2546541,DoS Hulk,0,Normal,0.6572036743164062
12088068,Benign,0,Normal,0.7741919159889221
708011,Benign,0,Normal,0.7051555514335632
8345231,Benign,0,Normal,0.7538281679153442
14986056,Benign,1,DoS Slowloris,0.6988433599472046
11714796,Benign,0,Normal,0.9646244049072266
11586223,Benign,0,Normal,0.9440091848373413
234330,SSH-Patator,0,Normal,0.8508656620979309
2054606,Benign,1,DoS Slowloris,0.68012535572052
13349351,Benign,1,SSH Patator,0.7277266979217529
13721347,Benign,0,Normal,0.6072997450828552
2913637,DoS Hulk,1,SSH Patator,0.7136478424072266
5448783,Benign,0,Normal,0.9477841258049011
12419603,Benign,0,Normal,0.35463947057724
1602426,Benign,0,Normal,0.9924526810646057
4203925,Benign,1,Exploits,0.5604456663131714
4594075,Benign,0,Normal,0.6751816272735596
4013296,Benign,1,Web Attack - Brute Force,0.9753386974334717
4357548,Benign,0,Normal,0.9617967009544373
12521609,Benign,0,Normal,0.9575304388999939
2634684,DoS Hulk,0,Normal,0.8117846846580505
14166926,Benign,1,SSH Patator,0.6652995347976685
5510447,Benign,1,SSH Patator,0.6710584759712219
14461322,Benign,0,Normal,0.9736114740371704
15818164,Benign,1,Fuzzers,0.9998325109481812
5366123,Benign,0,Normal,0.9856407642364502
3491448,DDoS,1,SSH Patator,0.963240921497345
2974346,Benign,0,Normal,0.9979248046875
1927671,Benign,0,Normal,0.9710663557052612
6842327,Benign,0,Normal,0.9514610767364502
13649076,Benign,0,Normal,0.9588268399238586
847798,Benign,0,Normal,0.9705411195755005
9675852,Benign,0,Normal,0.827223002910614
5283793,Benign,0,Normal,0.9585950970649719
8196498,Benign,0,Normal,0.9999905824661255
6463866,Benign,0,Normal,0.9211461544036865
201861,SSH-Patator,1,SSH Patator,0.834464430809021
3921544,Benign,1,DoS Slowloris,0.8575594425201416
7070743,Benign,0,Normal,0.9160175323486328
15610271,Benign,1,DoS Slowloris,0.4682321846485138
1043000,Benign,0,Normal,0.9974973797798157
3056645,DoS Hulk,0,Normal,0.7860363125801086
8627063,Benign,0,Normal,0.9543070197105408
2837407,Benign,0,Normal,0.9962582588195801
5254562,Benign,0,Normal,0.9127805829048157
12475791,Benign,0,Normal,0.9318270683288574
3332471,DDoS,0,Normal,0.5899288058280945
13154729,Benign,0,Normal,0.9531880617141724
1816930,Benign,1,SSH Patator,0.9765602946281433
8106007,Benign,1,Web Attack - Brute Force,0.5290927290916443
14994479,Benign,1,Exploits,0.9906691312789917
13017,FTP-Patator,0,Normal,0.7391384840011597
8541956,Benign,1,SSH Patator,0.7160124182701111
15999793,Benign,1,SSH Patator,0.8523474931716919
11920478,Benign,1,DoS Slowloris,0.32600176334381104
252194,SSH-Patator,0,Normal,0.9723920226097107
4274676,Benign,0,Normal,0.9471198320388794
9542920,Benign,1,SSH Patator,0.900037407875061
9707018,Benign,1,DoS Slowloris,0.9258996248245239
13898635,Benign,1,SSH Patator,0.4785992503166199
6816404,Benign,0,Normal,0.791515052318573
9448195,Benign,0,Normal,0.9974240064620972
11165347,DDoS,1,Exploits,0.6730304956436157
9993963,Benign,1,SSH Patator,0.7605249881744385
13245869,Benign,0,Normal,0.832305371761322
554765,Benign,0,Normal,0.99687260389328
6007504,Benign,0,Normal,0.5895340442657471
8432459,Benign,1,SSH Patator,0.9789620041847229
206720,SSH-Patator,1,SSH Patator,0.834464430809021
8852919,Benign,0,Normal,0.6690685749053955
2991007,Benign,0,Normal,0.9647116661071777
9804934,Benign,0,Normal,0.9130710959434509
693694,Benign,0,Normal,0.9469330310821533
14615654,Benign,0,Normal,0.8507071733474731
7090998,Benign,0,Normal,0.9966423511505127
4878042,Benign,0,Normal,0.99793541431427
3243378,DDoS,0,Normal,0.8657252788543701
4166527,Benign,0,Normal,0.8202753067016602
13498107,Benign,0,Normal,0.46561482548713684
9137497,Benign,1,SSH Patator,0.883307158946991
5216774,Benign,1,SSH Patator,0.9401537179946899
2987464,Benign,0,Normal,0.9827050566673279
6231577,Benign,1,DoS Slowloris,0.8463619351387024
2351649,Benign,0,Normal,0.9941986799240112
6728668,Benign,1,SSH Patator,0.9341011047363281
8080001,Benign,0,Normal,0.9971856474876404
15507032,Benign,0,Normal,0.3909284472465515
6040724,Benign,0,Normal,0.5815718173980713
15061106,Benign,0,Normal,0.9803414344787598
8959085,Benign,1,SSH Patator,0.6323361396789551
13142952,Benign,0,Normal,0.9973145127296448
808147,Benign,1,SSH Patator,0.7841578125953674
6908717,Benign,0,Normal,0.9822525978088379
7249138,Benign,1,SSH Patator,0.5311243534088135
5547703,Benign,0,Normal,0.983178973197937
3321200,DDoS,0,Normal,0.7187436819076538
16107407,Benign,1,DoS Slowloris,0.9897081851959229
3725284,Benign,0,Normal,0.7139942049980164
13567010,Benign,0,Normal,0.9341902136802673
6435576,Benign,0,Normal,0.9989755153656006
12642950,Benign,1,SSH Patator,0.791037380695343
7280621,Benign,0,Normal,0.9427441358566284
10762880,Benign,0,Normal,0.957332968711853
10364959,Benign,0,Normal,0.941830039024353
16070477,Benign,0,Normal,0.9251742959022522
5042226,Benign,0,Normal,0.9924127459526062
2245293,Benign,1,SSH Patator,0.9247295260429382
1291817,Benign,1,SSH Patator,0.5855057835578918
2151280,DoS Slowhttptest,0,Normal,0.9998356103897095
1695093,Benign,0,Normal,0.9621661305427551
13068080,Benign,0,Normal,0.9984801411628723
4956341,Benign,0,Normal,0.9962461590766907
14639412,Benign,0,Normal,0.9542321562767029
4045311,Benign,0,Normal,0.8140403032302856
2821573,Benign,0,Normal,0.9921106696128845
4363111,Benign,0,Normal,0.9192320108413696
14473446,Benign,0,Normal,0.5909552574157715
11037781,DDoS,0,Normal,0.9851408004760742
8057369,Benign,0,Normal,0.6030973792076111
14561232,Infiltration,0,Normal,0.5478065609931946
10316499,Benign,0,Normal,0.9975576400756836
3632760,DDoS,1,SSH Patator,0.7370730042457581
9182079,Benign,0,Normal,0.8032784461975098
10073636,Benign,0,Normal,0.6522841453552246
10549916,Benign,1,SSH Patator,0.6259312629699707
3953072,Benign,0,Normal,0.9041739106178284
209571,SSH-Patator,1,DoS Slowloris,0.9720410108566284
13440161,Benign,1,Web Attack - Brute Force,0.6448453068733215
10246699,Benign,0,Normal,0.9953951239585876
1031974,Benign,1,DoS Slowloris,0.7622630596160889
2068365,Benign,0,Normal,0.887039840221405
12714650,Benign,0,Normal,0.861545979976654
5528154,Benign,0,Normal,0.9569658041000366
13069976,Benign,1,SSH Patator,0.39313364028930664
7050266,Benign,0,Normal,0.9519971013069153
12127095,Benign,1,Exploits,0.9740522503852844
479457,Benign,1,SSH Patator,0.7607178092002869
9485429,Benign,1,DoS Slowloris,0.7534866333007812
9203758,Benign,1,DoS Slowloris,0.9728326797485352
8634923,Benign,1,SSH Patator,0.9291321039199829
15774025,Benign,0,Normal,0.8038645386695862
15987051,Benign,0,Normal,0.9243617653846741
14427084,Benign,0,Normal,0.6476121544837952
12550801,Benign,1,Web Attack - Brute Force,0.6041945219039917
15734769,Benign,1,DoS Slowloris,0.6017183661460876
7507092,Benign,1,SSH Patator,0.6162318587303162
13145147,Benign,0,Normal,0.8671204447746277
7963816,Benign,1,SSH Patator,0.6651908159255981
11576803,Benign,0,Normal,0.6617636680603027
8498660,Benign,0,Normal,0.9940353631973267
11624152,DDoS,0,Normal,0.6560447216033936
8458196,Benign,1,SSH Patator,0.9862412214279175
14250084,Benign,0,Normal,0.9632229804992676
12466203,Benign,1,SSH Patator,0.5975973010063171
7415393,Benign,0,Normal,0.8462221622467041
3172484,DDoS,0,Normal,0.906835675239563
3102885,DoS Slowhttptest,0,Normal,0.9973352551460266
1408358,Benign,1,Web Attack - Brute Force,0.5272823572158813
3716382,Benign,0,Normal,0.96043461561203
854048,Benign,0,Normal,0.9231128692626953
11692733,DDoS,0,Normal,0.8822324275970459
9057044,Benign,0,Normal,0.9972483515739441
8750625,Benign,1,SSH Patator,0.7251584529876709
10071614,Benign,0,Normal,0.7299017310142517
4784405,Benign,0,Normal,0.9878649115562439
12970557,Benign,1,SSH Patator,0.7219109535217285
2074176,Benign,0,Normal,0.5525903701782227
14508183,Benign,0,Normal,0.9998356103897095
14758910,Infiltration,0,Normal,0.9998356103897095
110016,FTP-Patator,0,Normal,0.9997077584266663
7626653,Benign,0,Normal,0.9977204203605652
858237,Benign,0,Normal,0.4974956810474396
1355698,Benign,0,Normal,0.711586058139801
12434663,Benign,0,Normal,0.7798712849617004
13448903,Benign,0,Normal,0.9653919339179993
15229798,Bot,1,Web Attack - Brute Force,0.8728691935539246
1212408,Benign,1,SSH Patator,0.8878042101860046
9902274,Benign,0,Normal,0.998754620552063
12395372,Benign,1,Web Attack - Brute Force,0.6980047225952148
13370745,Benign,1,DoS Slowloris,0.6069520711898804
7693537,Benign,0,Normal,0.9843520522117615
4820692,Benign,1,Web Attack - Brute Force,0.613469123840332
6132363,Benign,0,Normal,0.5222597122192383
1086718,DoS GoldenEye,1,SSH Patator,0.8521223664283752
8959801,Benign,0,Normal,0.5660172700881958
11420991,DDoS,1,SSH Patator,0.8974897861480713
5146633,Benign,1,DoS Slowloris,0.7229932546615601
1211989,Benign,0,Normal,0.7061262726783752
5552568,Benign,1,SSH Patator,0.8088094592094421
4449939,Benign,1,DoS Slowloris,0.9435504674911499
4042134,Benign,0,Normal,0.9960713386535645
13679226,Benign,0,Normal,0.8078417778015137
7556671,Benign,1,DoS Slowloris,0.5921638011932373
4056267,Benign,0,Normal,0.7582396864891052
3643430,DDoS,1,SSH Patator,0.8026682734489441
5090467,Benign,1,SSH Patator,0.795981228351593
7091197,Benign,0,Normal,0.8918582201004028
3358138,DDoS,1,SSH Patator,0.7798697352409363
6098851,Benign,0,Normal,0.7702619433403015
14614503,Infiltration,0,Normal,0.5725651383399963
11074493,DDoS,0,Normal,0.5680251717567444
12297291,Benign,1,SSH Patator,0.8585309386253357
4898588,Benign,0,Normal,0.9858951568603516
7767112,Benign,0,Normal,0.9784769415855408
13886038,Benign,1,Exploits,0.6423982381820679
13411514,Benign,0,Normal,0.99528568983078
8939672,Benign,0,Normal,0.5238504409790039
12939823,Benign,1,Generic,0.9882116913795471
15711292,Benign,0,Normal,0.9342408180236816
3018806,DoS Hulk,0,Normal,0.9342001080513
7536524,Benign,0,Normal,0.9325417876243591
1111899,Benign,1,SSH Patator,0.7003812789916992
2838749,Benign,0,Normal,0.6619846224784851
7176200,Benign,0,Normal,0.5461010336875916
14141654,Benign,0,Normal,0.996061384677887
8043313,Benign,1,Web Attack - Brute Force,0.3299294710159302
8377915,Benign,1,SSH Patator,0.952183187007904
365587,SSH-Patator,1,SSH Patator,0.834464430809021
2084054,Benign,0,Normal,0.7068454027175903
805700,Benign,1,SSH Patator,0.6865125298500061
13741144,Benign,1,DoS Slowloris,0.655029833316803
7758288,Benign,1,DoS Slowloris,0.49829351902008057
15924564,Benign,1,SSH Patator,0.8256454467773438
11086544,DDoS,0,Normal,0.8618871569633484
5698165,Benign,0,Normal,0.5980990529060364
10642009,Benign,0,Normal,0.985539972782135
10713805,Benign,0,Normal,0.7188825011253357
9640269,Benign,1,Exploits,0.6509084701538086
6188034,Benign,0,Normal,0.997186005115509
15730529,Benign,1,SSH Patator,0.513797402381897
2474995,DoS Hulk,1,SSH Patator,0.629946231842041
12432505,Benign,1,SSH Patator,0.8567624092102051
66070,FTP-Patator,0,Normal,0.9998356103897095
10614204,Benign,1,SSH Patator,0.5761736035346985
9391735,Benign,0,Normal,0.5672844052314758
7552706,Benign,0,Normal,0.909162700176239
9813837,Benign,0,Normal,0.4254413843154907
2250237,DoS Hulk,0,Normal,0.9027513265609741
416525,Benign,1,DoS Slowloris,0.7716286182403564
4109152,Benign,1,SSH Patator,0.5013139843940735
14497149,Benign,1,SSH Patator,0.8808543682098389
14384282,Benign,0,Normal,0.8551658987998962
6045313,Benign,0,Normal,0.9895036220550537
16080651,Benign,0,Normal,0.9911853671073914
6728230,Benign,1,DoS Slowloris,0.9843220114707947
12816271,Benign,1,DoS,0.8440648913383484
16063844,Benign,1,SSH Patator,0.5402172803878784
15894670,Benign,0,Normal,0.8734248280525208
7543937,Benign,0,Normal,0.7123165130615234
4349880,Benign,1,DoS Slowloris,0.9986656904220581
11522373,Benign,0,Normal,0.5745892524719238
9041155,Benign,0,Normal,0.6985211968421936
13257226,Benign,0,Normal,0.5893345475196838
15506682,Benign,0,Normal,0.9877825379371643
4070949,Benign,1,SSH Patator,0.8907220363616943
1570921,Benign,0,Normal,0.6302982568740845
6199163,Benign,0,Normal,0.8295095562934875
6001535,Benign,0,Normal,0.9497231245040894
7426997,Benign,1,DoS Slowloris,0.589680016040802
1673535,Benign,1,SSH Patator,0.9098228216171265
4762612,Benign,0,Normal,0.9754536747932434
1324427,Benign,0,Normal,0.8185814023017883
1920586,Benign,0,Normal,0.9712793827056885
11412594,Benign,0,Normal,0.9997304081916809
9996805,Benign,0,Normal,0.9538775682449341
14985982,Benign,1,Exploits,0.5886597037315369
949820,Benign,1,Web Attack - Brute Force,0.525214433670044
4821317,Benign,1,SSH Patator,0.5995358824729919
7271285,Benign,0,Normal,0.9999220371246338
2385252,DoS Hulk,1,SSH Patator,0.8131726980209351
11773639,Benign,0,Normal,0.9522976279258728
636579,Benign,1,SSH Patator,0.9197179079055786
1691052,Benign,1,SSH Patator,0.8797776699066162
12061573,Benign,1,Generic,0.552939772605896
5654793,Benign,0,Normal,0.9940978288650513
12414158,Benign,0,Normal,0.7677196860313416
8790102,Benign,0,Normal,0.6870059370994568
13678431,Benign,0,Normal,0.41285446286201477
11104868,DDoS,0,Normal,0.8463549613952637
1531598,Benign,0,Normal,0.9501118659973145
2971231,Benign,0,Normal,0.8083543181419373
454283,Benign,0,Normal,0.9571242332458496
6569432,Benign,1,SSH Patator,0.7741653323173523
3879392,Benign,1,SSH Patator,0.861368715763092
3725429,Benign,1,DoS Slowloris,0.850810706615448
10683000,Benign,0,Normal,0.7627426385879517
5583003,Benign,0,Normal,0.9978907704353333
11681024,Benign,1,DoS Slowloris,0.5055972337722778
9295310,Benign,1,DoS Slowloris,0.9890443086624146
3485340,DDoS,1,SSH Patator,0.5996547341346741
2274919,Benign,0,Normal,0.9514147639274597
5986674,Benign,0,Normal,0.660683810710907
1529415,Benign,0,Normal,0.663831353187561
459752,Benign,1,SSH Patator,0.6360734701156616
5520894,Benign,0,Normal,0.9857702255249023
5949899,Benign,0,Normal,0.8734179139137268
3814573,Benign,1,SSH Patator,0.7248191833496094
6944875,Benign,1,SSH Patator,0.9794737696647644
15168874,Bot,0,Normal,0.773256242275238
2619913,Benign,0,Normal,0.997908353805542
640052,Benign,0,Normal,0.9162060022354126
11645663,DDoS,0,Normal,0.8810652494430542
14405491,Benign,0,Normal,0.9484652280807495
271113,SSH-Patator,0,Normal,0.8855437636375427
14701252,Benign,0,Normal,0.4422662556171417
5036351,Benign,0,Normal,0.8224357962608337
9544539,Benign,0,Normal,0.8462343811988831
15301012,Bot,1,Backdoor,0.9635007977485657
645492,Benign,0,Normal,0.9852832555770874
1982613,Benign,1,DoS Slowloris,0.9838812351226807
10699762,Benign,0,Normal,0.8119404315948486
5838241,Benign,0,Normal,0.7522071599960327
15862599,Benign,1,DoS,0.8606101274490356
3482633,DDoS,0,Normal,0.9981645941734314
14427583,Benign,0,Normal,0.9953693747520447
2841879,Benign,0,Normal,0.7229236364364624
7838574,Benign,0,Normal,0.9880170822143555
5136796,Benign,0,Normal,0.33621326088905334
5183741,Benign,0,Normal,0.9983108043670654
10245502,Benign,0,Normal,0.9956620335578918
15601595,Benign,0,Normal,0.6928897500038147
1871835,Benign,0,Normal,0.6125585436820984
6673156,Benign,0,Normal,0.9995362758636475
15816333,Benign,1,SSH Patator,0.9046146273612976
1163647,Benign,0,Normal,0.7583827376365662
7460147,Benign,1,SSH Patator,0.5172732472419739
3562416,DDoS,1,SSH Patator,0.6942306160926819
6933952,Benign,0,Normal,0.7282764911651611
6861714,Benign,0,Normal,0.9703806638717651
13097167,Benign,0,Normal,0.9530986547470093
15796280,Benign,1,SSH Patator,0.7874618768692017
10600967,Benign,0,Normal,0.8529688119888306
8830000,Benign,0,Normal,0.9582090973854065
13128172,Benign,0,Normal,0.9867125749588013
8915764,Benign,1,Web Attack - Brute Force,0.40556567907333374
10675623,Benign,1,Web Attack - Brute Force,0.7777632474899292
3242566,DDoS,0,Normal,0.8534279465675354
2245304,Benign,0,Normal,0.557273268699646
3847745,Benign,0,Normal,0.9368683695793152
6523700,Benign,1,Exploits,0.5604456663131714
5346032,Benign,0,Normal,0.999854564666748
13093040,Benign,0,Normal,0.9915148019790649
9413980,Benign,0,Normal,0.9772237539291382
11074530,DDoS,0,Normal,0.8532304167747498
10547943,Benign,0,Normal,0.6098059415817261
7337644,Benign,1,SSH Patator,0.5482568144798279
13984340,Benign,0,Normal,0.9699925184249878
11247660,DDoS,0,Normal,0.8919113278388977
15712879,Benign,0,Normal,0.9995872378349304
9473646,Benign,1,SSH Patator,0.6415753364562988
13468176,Benign,1,Web Attack - Brute Force,0.3783996105194092
10354355,Benign,0,Normal,0.7610011100769043
11824293,DDoS,1,SSH Patator,0.9004755020141602
9036316,Benign,1,SSH Patator,0.9887887835502625
3554031,DDoS,1,SSH Patator,0.8417497873306274
14168046,Benign,1,SSH Patator,0.7782533764839172
8088382,Benign,0,Normal,0.9714763760566711
6260744,Benign,0,Normal,0.9905465841293335
2279540,Benign,0,Normal,0.9991900324821472
10480671,Benign,0,Normal,0.7143310904502869
3884114,Benign,1,Web Attack - Brute Force,0.633112907409668
14939256,Benign,0,Normal,0.8465529084205627
14277565,Benign,0,Normal,0.9898217916488647
1178040,Benign,1,SSH Patator,0.835411787033081
6729169,Benign,0,Normal,0.999450147151947
15718824,Benign,0,Normal,0.910946249961853
1189580,Benign,1,SSH Patator,0.849946916103363
9166032,Benign,1,SSH Patator,0.7251584529876709
3220967,DDoS,1,DoS Slowloris,0.6763279438018799
5467637,Benign,1,SSH Patator,0.9887887835502625
10066281,Benign,0,Normal,0.7883039712905884
4362706,Benign,1,Web Attack - Brute Force,0.5219977498054504
9721875,Benign,0,Normal,0.6051527261734009
10029647,Benign,1,SSH Patator,0.516495943069458
4377709,Benign,1,SSH Patator,0.5974375009536743
5712666,Benign,0,Normal,0.9418359398841858
6225176,Benign,0,Normal,0.6409979462623596
15614120,Benign,1,SSH Patator,0.6243800520896912
12953920,Benign,0,Normal,0.7948864102363586
1849940,Benign,0,Normal,0.8664488792419434
13906661,Benign,1,SSH Patator,0.5888105034828186
15373685,Benign,1,Exploits,0.7863170504570007
737386,Benign,0,Normal,0.88512122631073
3781055,Benign,0,Normal,0.8218181729316711
14463051,Benign,1,SSH Patator,0.9543347358703613
14181158,Benign,0,Normal,0.6584577560424805
2273202,Benign,0,Normal,0.9696882367134094
11409076,DDoS,1,SSH Patator,0.6938834190368652
7523006,Benign,1,Exploits,0.5029692649841309
6073791,Benign,0,Normal,0.9804893732070923
13322655,Benign,0,Normal,0.7870025038719177
331059,SSH-Patator,0,Normal,0.7074348330497742
2932905,Benign,0,Normal,0.4523942768573761
9455463,Benign,1,SSH Patator,0.48534703254699707
9627400,Benign,1,SSH Patator,0.9998144507408142
12106465,Benign,0,Normal,0.9701943397521973
14478767,Benign,0,Normal,0.9906434416770935
10734647,Benign,1,SSH Patator,0.9479342103004456
4001727,Benign,0,Normal,0.8764855861663818
8571438,Benign,1,SSH Patator,0.8030614256858826
14204563,Benign,0,Normal,0.9739735126495361
10622431,Benign,0,Normal,0.4917195737361908
12064444,Benign,0,Normal,0.8953324556350708
11596475,DDoS,1,SSH Patator,0.6455304622650146
13313362,Benign,1,SSH Patator,0.7708145380020142
1827125,Benign,1,SSH Patator,0.8734633922576904
4609539,Benign,0,Normal,0.4887975752353668
5786135,Benign,0,Normal,0.5418897867202759
12812933,Benign,0,Normal,0.9987573623657227
8929428,Benign,0,Normal,0.9864948987960815
9699708,Benign,0,Normal,0.8459942936897278
9668870,Benign,0,Normal,0.9860325455665588
13030744,Benign,1,Web Attack - Brute Force,0.47422245144844055
7608038,Benign,1,SSH Patator,0.8541845083236694
1434252,Benign,0,Normal,0.9329169392585754
15876340,Benign,1,Exploits,0.7846235632896423
2980162,DoS Hulk,1,SSH Patator,0.7783312201499939
659101,Benign,0,Normal,0.9414999485015869
